candidate_id,headline,summary,skills,score
CAND_0065313,Cloud Engineer | Backend systems & APIs,"Software engineer with 1.9 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","['Webpack' 'Data Pipelines' 'Marketing' 'Spark' 'LangChain' 'NLP' 'Tally'
 'Excel' 'Vue.js' 'Content Writing' 'React' 'Microservices' 'Apache Flink'
 'AWS']",0.6696835
CAND_0060626,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 2.0 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Data Science' 'BM25' 'Sales' 'Terraform' 'NLP' 'Photoshop' 'MLOps'
 'MongoDB' 'YOLO' 'Vue.js' 'Recommendation Systems' 'React' 'gRPC']",0.669323
CAND_0010994,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 4.7 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Docker' 'Reinforcement Learning' 'Hugging Face Transformers' 'CNN'
 'Qdrant' 'Apache Beam' 'Airflow' 'Node.js' 'Data Science' 'SAP'
 'Speech Recognition' 'Redis' 'scikit-learn' 'BentoML' 'pgvector'
 'Computer Vision']",0.66920316
CAND_0077196,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 7.4 years of experience building data pipelines, backend systems, and analytics infrastructure. I've been the engineer who makes ML possible by getting the data pipelines right; now I want to do more of the ML itself. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Diffusion Models' 'Statistical Modeling' 'LangChain' 'Fine-tuning LLMs'
 'Qdrant' 'Reinforcement Learning' 'Tailwind' 'Salesforce CRM'
 'Apache Beam' 'Java' 'dbt' 'Content Writing' 'Semantic Search' 'Flask'
 'GCP']",0.66886884
CAND_0069569,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 5.1 years of experience building data pipelines, backend systems, and analytics infrastructure. Most of my work has been data pipelines and analytics infrastructure; I've shipped a couple of small ML features but it's not the core of my day. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Vue.js' 'Figma' 'Diffusion Models' 'GCP' 'FAISS' 'Webpack'
 'Sentence Transformers' 'Learning to Rank' 'Data Science' 'Microservices'
 'Feature Engineering' 'Reinforcement Learning' 'TypeScript' 'Terraform'
 'ETL']",0.6686553
CAND_0029756,Cloud Engineer | Backend systems & APIs,"Software engineer with 7.5 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",['Vue.js' 'Apache Flink' 'Spark' 'Java' 'PostgreSQL' 'Azure' 'Six Sigma'],0.6686071
CAND_0079608,"Senior Software Engineer | SQL, Spark, Cloud","Software / data professional with 5.0 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Redux' 'BentoML' 'Spark' 'MLOps' 'Microservices' 'Terraform'
 'Prompt Engineering' 'Docker' 'Speech Recognition' 'Elasticsearch'
 'GraphQL' 'Webpack' 'scikit-learn' 'AWS']",0.6681692
CAND_0056340,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 2.4 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['MLflow' 'TypeScript' 'RAG' 'ASR' 'Webpack' 'JavaScript'
 'Information Retrieval' 'YOLO' 'Embeddings' 'Computer Vision' 'Hadoop'
 'Learning to Rank']",0.667912
CAND_0086217,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 6.9 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Embeddings' 'BM25' 'Reinforcement Learning' 'Python' 'Snowflake'
 'TypeScript' 'Figma' 'GANs' 'Semantic Search' 'Statistical Modeling'
 'Node.js' 'CSS' 'Object Detection']",0.66737825
CAND_0093316,Cloud Engineer | Cloud & DevOps,"Software engineer with 4.1 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","['Spark' 'AWS' 'Kubernetes' 'SEO' 'Hadoop' 'Go' 'PostgreSQL' 'SQL' 'RAG'
 'Rust' 'REST APIs' 'Fine-tuning LLMs']",0.6672731
CAND_0019838,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 5.6 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Data Science' 'Tailwind' 'Node.js' 'GCP' 'CNN' 'Tally' 'Salesforce CRM'
 'Speech Recognition' 'Kubeflow' 'Photoshop' 'PyTorch' 'Computer Vision'
 'Azure' 'Spring Boot' 'Diffusion Models']",0.66715086
CAND_0079291,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 2.3 years of experience building data pipelines, backend systems, and analytics infrastructure. Most of my work has been data pipelines and analytics infrastructure; I've shipped a couple of small ML features but it's not the core of my day. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Feature Engineering' 'Node.js' 'Reinforcement Learning' 'OpenSearch'
 'YOLO' 'ASR' 'SEO' 'LlamaIndex' 'Weights & Biases' 'Docker'
 'Elasticsearch' 'REST APIs' 'Information Retrieval' 'Illustrator' 'GANs'
 'Time Series']",0.66652036
CAND_0037427,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 6.5 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Time Series' 'Feature Engineering' 'QLoRA' 'Object Detection' 'ASR'
 'Flask' 'Kubeflow' 'JavaScript' 'YOLO' 'PyTorch' 'Agile' 'GCP' 'Redis'
 'Forecasting']",0.66619974
CAND_0088620,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 2.4 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Object Detection' 'Python' 'MongoDB' 'JavaScript' 'Semantic Search'
 'YOLO' 'Prompt Engineering' 'Time Series' 'OpenSearch' 'Weights & Biases'
 'Computer Vision' 'SQL']",0.66610676
CAND_0075879,Cloud Engineer | Backend systems & APIs,"Software engineer with 9.7 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","['MongoDB' 'TypeScript' 'Figma' 'Photoshop' 'Six Sigma' 'Deep Learning'
 'Tailwind' 'SEO' 'Illustrator' 'Spring Boot' 'Django' 'Scrum' 'AWS']",0.66609013
CAND_0005820,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 7.2 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Hugging Face Transformers' 'Spring Boot' 'Apache Beam' 'OpenCV' 'CNN'
 'Six Sigma' 'Airflow' 'Weights & Biases' 'Illustrator' 'Snowflake'
 'Data Science' 'Angular' 'Image Classification' 'ASR' 'Python' 'BM25'
 'BentoML' 'Flask']",0.6660795
CAND_0030738,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 4.9 years of experience building data pipelines, backend systems, and analytics infrastructure. Most of my work has been data pipelines and analytics infrastructure; I've shipped a couple of small ML features but it's not the core of my day. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['MongoDB' 'FastAPI' 'Object Detection' 'Photoshop' 'Kubeflow'
 'Computer Vision' 'Machine Learning' 'Tailwind' 'Django' 'dbt' 'Pinecone'
 'Weights & Biases' 'Angular' 'OpenCV' 'Terraform']",0.6650245
CAND_0002728,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 5.5 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Image Classification' 'Weights & Biases' 'Figma' 'REST APIs'
 'Reinforcement Learning' 'SEO' 'Diffusion Models' 'Go' 'Spark' 'MLOps'
 'TypeScript' 'SQL' 'Terraform' 'LlamaIndex' 'Embeddings']",0.6649929
CAND_0066461,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 2.2 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['TTS' 'Diffusion Models' 'MLflow' 'Weights & Biases' 'Apache Flink'
 'BigQuery' 'Airflow' 'Speech Recognition' 'LlamaIndex' 'Java' 'Sales'
 'Haystack' 'Docker' 'Data Pipelines' 'Data Science']",0.66434294
CAND_0009493,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 7.0 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Forecasting' 'FastAPI' 'Computer Vision' 'JavaScript' 'Machine Learning'
 'Scrum' 'MLOps' 'TTS' 'MongoDB' 'Illustrator' 'Spring Boot' 'Docker']",0.6643162
CAND_0054017,Cloud Engineer | Backend systems & APIs,"Software engineer with 2.1 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","['Spark' 'Kafka' 'TensorFlow' 'GraphQL' 'Databricks' 'Microservices' 'dbt'
 'TypeScript' 'Photoshop' 'Spring Boot']",0.663937
CAND_0014332,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 7.8 years of experience building data pipelines, backend systems, and analytics infrastructure. I've been the engineer who makes ML possible by getting the data pipelines right; now I want to do more of the ML itself. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['LLMs' 'GANs' 'Kubeflow' 'MLflow' 'Redis' 'Semantic Search'
 'Feature Engineering' 'Time Series' 'Apache Flink' 'Elasticsearch'
 'Learning to Rank' 'Speech Recognition' 'Angular' 'CSS' 'CNN'
 'PowerPoint']",0.66382307
CAND_0030178,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 5.5 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['JavaScript' 'OpenSearch' 'Kafka' 'RAG' 'Data Science' 'Diffusion Models'
 'MLOps' 'NLP' 'Computer Vision' 'CSS' 'Node.js' 'Redux'
 'Reinforcement Learning' 'Agile' 'FAISS']",0.66374135
CAND_0094084,Cloud Engineer | Backend systems & APIs,"Software engineer with 3.3 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","['AWS' 'Databricks' 'Django' 'FastAPI' 'Kubernetes' 'Kafka' 'Data Science'
 'Spark' 'Tailwind' 'Six Sigma' 'Hugging Face Transformers' 'CI/CD'
 'LangChain']",0.6636454
CAND_0047975,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 3.8 years of experience building data pipelines, backend systems, and analytics infrastructure. I've been the engineer who makes ML possible by getting the data pipelines right; now I want to do more of the ML itself. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Kafka' 'Fine-tuning LLMs' 'Reinforcement Learning' 'Machine Learning'
 'Feature Engineering' 'Diffusion Models' 'PostgreSQL' 'BentoML'
 'Time Series' 'LLMs' 'FastAPI' 'CNN' 'Tailwind' 'REST APIs'
 'Statistical Modeling']",0.66350067
CAND_0022061,Frontend Engineer | Backend systems & APIs,"Software engineer with 2.4 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","['Spark' 'Spring Boot' 'Snowflake' 'GANs' 'Node.js' 'YOLO' 'Java' 'gRPC'
 'Excel' 'Tailwind' 'Webpack' 'Databricks' 'Flask' 'BentoML' 'TypeScript'
 'LoRA']",0.6631062
CAND_0005968,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 3.4 years of experience building data pipelines, backend systems, and analytics infrastructure. I've been the engineer who makes ML possible by getting the data pipelines right; now I want to do more of the ML itself. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['SEO' 'CSS' 'Data Science' 'Computer Vision' 'Webpack' 'YOLO' 'PyTorch'
 'Speech Recognition' 'Weights & Biases' 'MLOps' 'CNN' 'Kafka' 'Hadoop'
 'JavaScript' 'LlamaIndex']",0.66303885
CAND_0091062,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 5.1 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['LLMs' 'CSS' 'REST APIs' 'Computer Vision' 'BigQuery' 'Forecasting'
 'Kafka' 'Reinforcement Learning' 'Vue.js' 'NLP' 'Weaviate' 'RAG'
 'BentoML' 'OpenCV']",0.66292167
CAND_0033699,Cloud Engineer | Backend systems & APIs,"Software engineer with 5.1 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","['Spark' 'pgvector' 'Excel' 'Time Series' 'BM25' 'PostgreSQL' 'Docker'
 'Tailwind' 'Computer Vision' 'Kubernetes' 'AWS' 'SQL' 'Illustrator']",0.66289324
CAND_0030390,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 5.9 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['React' 'MLflow' 'Semantic Search' 'Next.js' 'Airflow' 'AWS'
 'Weights & Biases' 'Snowflake' 'Data Science' 'Kubeflow' 'Excel']",0.66256464
CAND_0079194,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 5.9 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['BentoML' 'Speech Recognition' 'Hadoop' 'Flask' 'OpenCV' 'Kafka' 'Sales'
 'Data Science' 'Statistical Modeling' 'Image Classification'
 'Time Series' 'React' 'SQL' 'LLMs']",0.6623953
CAND_0061025,Cloud Engineer | Backend systems & APIs,"Software engineer with 4.8 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","['MongoDB' 'Tailwind' 'Angular' 'React' 'Milvus' 'Accounting' 'CSS'
 'Hadoop' 'Microservices' 'JavaScript' 'Spark']",0.6622391
CAND_0031459,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 2.6 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Feature Engineering' 'TTS' 'Agile' 'GANs' 'PEFT' 'Weights & Biases'
 'CNN' 'Snowflake' 'Flask']",0.6616702
CAND_0012300,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 4.7 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Rust' 'Fine-tuning LLMs' 'GCP' 'Haystack' 'Snowflake' 'Kubeflow'
 'Object Detection' 'Sentence Transformers' 'Forecasting' 'Data Science'
 'GANs' 'Marketing' 'Weights & Biases' 'BM25']",0.6616114
CAND_0010148,"Analytics Engineer | SQL, Spark, Cloud","Software / data professional with 6.5 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Java' 'dbt' 'Time Series' 'Python' 'Qdrant' 'LLMs' 'Weights & Biases'
 'gRPC' 'Django' 'Microservices' 'Object Detection' 'Spring Boot'
 'Elasticsearch' 'ASR' 'Databricks']",0.66146374
CAND_0019794,Cloud Engineer | Backend systems & APIs,"Software engineer with 7.8 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","['Rust' 'Hadoop' 'Computer Vision' 'Go' 'Six Sigma' 'Django' 'JavaScript'
 'GraphQL' 'MongoDB' 'Terraform' 'TypeScript' 'Flask']",0.6614474
CAND_0095925,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 6.1 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Forecasting' 'NLP' 'Data Science' 'Apache Beam' 'Docker' 'Vue.js'
 'Spring Boot' 'Speech Recognition' 'TTS' 'LangChain' 'Webpack'
 'Reinforcement Learning']",0.66118157
CAND_0070285,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 4.1 years of experience building data pipelines, backend systems, and analytics infrastructure. Most of my work has been data pipelines and analytics infrastructure; I've shipped a couple of small ML features but it's not the core of my day. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Apache Beam' 'Kubeflow' 'Excel' 'AWS' 'Feature Engineering' 'SQL'
 'Spring Boot' 'Forecasting' 'Weights & Biases' 'MLOps' 'Weaviate'
 'Terraform' 'Milvus' 'Node.js' 'Illustrator' 'Time Series'
 'Object Detection' 'Recommendation Systems' 'Hugging Face Transformers']",0.66088957
CAND_0010789,Cloud Engineer | Backend systems & APIs,"Software engineer with 6.4 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","['Java' 'React' 'OpenSearch' 'Flask' 'Redis' 'Tally'
 'Hugging Face Transformers' 'CI/CD' 'MongoDB' 'Hadoop']",0.6607215
CAND_0001112,Cloud Engineer | Backend systems & APIs,"Software engineer with 1.1 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","['Spark' 'MLOps' 'Weights & Biases' 'Flask' 'Node.js' 'Apache Flink'
 'Photoshop' 'Data Pipelines' 'Webpack' 'SQL' 'Microservices' 'REST APIs']",0.66043496
